,Date,LocationID,PU_passenger,PUTripDistance_count,PickUp_count,PU_fare,DO_passenger,DOTripDistance_count,DO_fare,DropOff_count
301,2020-11,161,69362.0,102724.03,49832,502460.02,59664.0,72607.16,380363.16,43237
302,2020-11,162,63332.0,95197.3,45889,446505.58,48925.0,62313.0,317136.22,35246
303,2020-11,163,44519.0,66770.41,31927,322505.61,36747.0,47611.4,241938.42,26845
304,2020-11,164,36763.0,57871.8,26268,270248.64,31609.0,41328.38,206350.14,22353
305,2020-11,166,14991.0,58830.91,10596,123658.5,18566.0,33785.7,146927.23,13087
306,2020-11,170,64130.0,161358.43,46759,481987.7,61436.0,82758.38,407048.75,44482
307,2020-11,186,66207.0,118832.85,48884,539154.77,36262.0,47412.840000000004,238172.36000000002,26353
308,2020-11,194,86.0,449.46,72,2087.46,446.0,1594.44,6055.16,306
309,2020-11,202,127.0,581.6,111,2674.88,1119.0,4359.13,16307.24,823
310,2020-11,209,3281.0,9403.64,2318,36426.9,4143.0,12560.2,47641.83,2980
311,2020-11,211,11885.0,21418.670000000002,8266,95004.9,14204.0,24841.87,112214.76,10035
312,2020-11,224,4010.0,7662.52,3057,34868.94,9531.0,15645.69,69954.69,6828
313,2020-11,229,48442.0,70312.14,35083,325267.94,47498.0,63157.69,313093.05,34117
314,2020-11,230,33601.0,55652.42,23778,250643.43,26588.0,35697.97,171766.25,18785
315,2020-11,231,22443.0,51118.68,16126,207972.11,25734.0,57557.94,236776.5,18425
316,2020-11,232,2553.0,73341.51999999999,2038,38961.82,10902.0,27122.78,111887.86,7911
317,2020-11,233,27417.0,44340.75,19663,198538.75,31392.0,45275.12,212031.14,22527
318,2020-11,234,55552.0,83940.42,39444,397658.24,46209.0,61802.31,299805.27,32950
319,2020-11,236,113882.0,150886.55,80751,761527.84,115836.0,142249.54,724698.21,82137
320,2020-11,237,114728.0,145032.27,82172,741005.22,99894.0,111793.16,604217.51,71481
321,2020-11,238,63208.0,95564.52,44104,446442.21,63293.0,92775.61,435042.37,44518
322,2020-11,239,70704.0,99064.52,49566,471717.86,65950.0,88200.76,423898.13,46151
323,2020-11,243,651.0,2821.11,537,12842.18,5033.0,27874.95,91861.54,3618
324,2020-11,244,3192.0,11270.13,2388,44967.12,10028.0,45600.21,155737.13999999998,7319
325,2020-11,246,20516.0,33839.6,14134,152397.15,28356.0,42362.46,198507.22,20155
326,2020-11,249,41512.0,68543.34,29297,304871.15,32522.0,87976.53,226701.79,23229
327,2020-11,261,7060.0,20129.33,4960,76535.19,6109.0,17402.45,65570.89,4313
328,2020-11,262,35938.0,56166.88,25803,258051.49,38742.0,56878.23,266433.23,27253
329,2020-11,263,58019.0,88196.4,41991,410104.49,54595.0,78279.9,363231.61,38674
330,2020-12,4,1616.0,5127.87,1333,21001.12,9614.0,18766.42,80723.96,6884
331,2020-12,12,280.0,874.85,182,3197.64,573.0,1453.52,5614.8,355
332,2020-12,13,7080.0,20821.36,5080,77438.58,8958.0,27597.06,100746.33,6305
333,2020-12,24,9255.0,15719.42,6596,72837.41,10242.0,17244.03,76622.01,7177
334,2020-12,41,15216.0,26032.73,10884,124509.97,23540.0,45473.26,200637.07,16618
335,2020-12,42,7497.0,79878.14,5715,86612.78,17246.0,170353.4,201865.62,12666
336,2020-12,43,41571.0,55757.62,27356,273396.36,30663.0,37605.32,188194.89,20402
337,2020-12,45,1736.0,53977.44000000001,1292,22172.54,3871.0,58863.14999999999,39817.47,2755
338,2020-12,48,54252.0,193888.44,37981,383785.78,49214.0,67137.25,325656.26,34530
339,2020-12,50,14994.0,25122.0,10656,113543.85,22985.0,60272.83,165313.18,16374
340,2020-12,68,44532.0,76498.06,31367,343052.94,41678.0,58756.11,277139.0,29468
341,2020-12,74,17223.0,233874.94,12480,152108.11,29221.0,254988.7,253825.03,20856
342,2020-12,75,34382.0,63086.55,24897,284191.15,46138.0,75109.38,345390.26,33288
343,2020-12,79,35392.0,59545.12,25304,266956.61,32959.0,55178.87,246239.33,23346
344,2020-12,87,7209.0,71141.62,5155,81523.88,9307.0,77564.26999999999,105176.41,6534
345,2020-12,88,3899.0,13164.56,2746,46798.85,4374.0,15030.130000000001,51703.04,3087
346,2020-12,90,39516.0,59590.78,28355,280397.16,29515.0,67902.93000000001,197343.38,21371
347,2020-12,100,34355.0,57718.37,24972,265323.62,27459.0,34498.75,178244.33,19278
348,2020-12,107,45948.0,83028.79000000001,32968,335168.57,38153.0,103641.8,256749.29,27521
349,2020-12,113,28518.0,91110.87,20325,207665.99,24684.0,36633.56,173115.42,17725
350,2020-12,114,16487.0,26631.48,11439,121283.51,14325.0,22935.81,104190.23,10064
351,2020-12,116,3991.0,10029.64,2902,43149.85,8797.0,28009.12,108172.53,6365
352,2020-12,120,24.0,169.10999999999999,21,682.83,96.0,477.76,1782.65,69
353,2020-12,125,6750.0,12060.72,4817,52607.130000000005,5828.0,10883.33,46629.67,4252
354,2020-12,127,425.0,1791.18,340,8218.1,1903.0,12084.9,40299.32,1431
355,2020-12,128,70.0,666.3100000000001,69,2202.49,172.0,1142.23,3632.4500000000003,130
356,2020-12,137,37480.0,151234.33999999997,27506,314935.83,33960.0,52754.77,243071.66,24728
357,2020-12,140,58936.0,108369.51,42638,489462.54,53863.0,79786.1,392522.83,38887
358,2020-12,141,69297.0,95510.05,49697,460052.03,65860.0,128468.26999999999,409635.31,46683
359,2020-12,142,67468.0,96045.7,47283,458303.47,58578.0,73969.75,368415.74,41598
360,2020-12,143,30964.0,94638.2,21684,215209.87,35004.0,47568.5,232726.93,24857
361,2020-12,144,11694.0,21646.27,8238,97530.17,12181.0,22408.94,101403.19,8542
362,2020-12,148,8684.0,18064.81,6134,75591.98,10787.0,21823.63,95498.48999999999,7706
363,2020-12,151,32861.0,51106.68,23032,239971.6,30037.0,45844.96,212317.0,20971
364,2020-12,152,2881.0,5954.43,2017,26090.62,5371.0,12582.84,52052.85,3804
365,2020-12,153,97.0,492.27,83,2273.64,205.0,1227.41,4888.01,164
366,2020-12,158,8126.0,40322.38,5652,62031.700000000004,13070.0,21914.47,97956.18,9400
367,2020-12,161,72773.0,106418.92,51496,525288.11,62436.0,75437.57,404941.27,44887
368,2020-12,162,60040.0,88214.5,43321,418653.9,46840.0,58753.51,304163.35,33744
369,2020-12,163,47936.0,70147.58,34176,344529.59,40096.0,49970.36,256788.78,28661
370,2020-12,164,36160.0,55750.53,25720,264476.02,31902.0,41966.78,608791.8,22336
371,2020-12,166,14480.0,92095.1,10303,121701.1,18029.0,33180.13,144302.38,12714
372,2020-12,170,62055.0,98944.90000000001,44684,859888.96,58747.0,428303.28,384686.23,42168
373,2020-12,186,61383.0,108982.76,45765,497368.88,35690.0,45958.05,232214.12,25429
374,2020-12,194,203.0,784.81,138,3622.68,469.0,1821.38,7266.78,342
375,2020-12,202,123.0,620.02,96,2396.63,1047.0,3863.17,14542.84,760
376,2020-12,209,2968.0,8728.91,2015,33468.07,3834.0,11532.369999999999,43115.33,2703
377,2020-12,211,10601.0,19275.1,7495,86062.3,13500.0,24219.23,109633.57,9611
378,2020-12,224,3953.0,7590.05,3007,33638.59,9366.0,15377.88,68061.89,6576
379,2020-12,229,45668.0,65007.74,32972,303009.56,45137.0,58364.14,295098.36,32299
380,2020-12,230,37340.0,59743.93,25869,274049.93,29354.0,37081.42,185848.15,20176
381,2020-12,231,19095.0,45031.32,13919,185085.82,22975.0,100893.48999999999,215674.94,16452
382,2020-12,232,1966.0,7166.52,1572,31656.48,10337.0,426599.01,105022.21,7418
383,2020-12,233,26241.0,41960.13,18760,188628.62,29568.0,42286.76,200990.55,21443
384,2020-12,234,52705.0,77917.24,37592,376641.22,43848.0,106212.65999999999,283490.87,31569
385,2020-12,236,112933.0,146335.42,79748,746081.08,112392.0,133292.3,686698.54,79491
386,2020-12,237,113854.0,140367.46,81634,727533.32,97702.0,105694.90000000001,585298.68,70198
387,2020-12,238,63213.0,94704.35,43541,439744.54000000004,62295.0,89764.08,420556.11,43552
388,2020-12,239,70434.0,94800.78,48475,455121.22,63700.0,147906.0,401311.44,44421
389,2020-12,243,633.0,2647.62,528,11782.11,4758.0,25515.84,85923.0,3458
390,2020-12,244,3724.0,12510.5,2748,50733.700000000004,9978.0,46103.93,155037.56,7274
391,2020-12,246,21455.0,34010.43,14420,156170.38999999998,28334.0,40182.08,193138.63999999998,19765
392,2020-12,249,34264.0,53590.51,24273,250813.44999999998,28861.0,42771.64,198997.63,20666
393,2020-12,261,6029.0,17449.65,4281,66965.62,5675.0,17117.04,63528.33,4055
394,2020-12,262,35721.0,54407.86,25617,251740.5,37933.0,54436.31,258421.21,26821
395,2020-12,263,56676.0,83931.35,40713,393589.37,52857.0,72708.29,344043.13,37470
396,2021-01,4,976.0,5047.36,1157,20628.86,8360.0,19115.04,77353.20999999999,6260
397,2021-01,12,230.0,808.88,170,2849.66,435.0,1355.77,4796.55,307
398,2021-01,13,5901.0,17707.84,4393,65373.69,7790.0,26150.15,92185.25,5603
399,2021-01,24,9114.0,16180.63,6676,72792.42,9920.0,18642.81,78103.8,7121
400,2021-01,41,13407.0,63100.6,10303,115894.34999999999,20978.0,70669.0,192130.16999999998,15837
401,2021-01,42,5397.0,16828.9,5173,78121.01,14565.0,47539.590000000004,191447.77,11858
402,2021-01,43,38921.0,54574.37,26286,253848.58,28295.0,37550.15,177437.41999999998,19422
403,2021-01,45,1471.0,35416.490000000005,1273,21762.31,3271.0,9543.89,37982.98,2577
404,2021-01,48,48154.0,78943.65,34832,348125.15,43896.0,116768.09999999999,295984.94,31897
405,2021-01,50,12450.0,22961.56,9434,99546.88,19932.0,98703.70000000001,145705.38,14971
406,2021-01,68,39615.0,70713.78,28982,307074.1,36995.0,56962.03,255603.98,26955
407,2021-01,74,14591.0,31152.89,11971,143345.76,26527.0,196656.69,244175.22,20381
408,2021-01,75,31925.0,61617.1,24650,275852.91,43810.0,75448.48,336487.88,32598
409,2021-01,79,31501.0,138530.32,23088,234771.58000000002,29803.0,58423.68,241772.04,21960
410,2021-01,87,6163.0,20917.1,4759,77667.41,7816.0,29293.64,101776.95,5972
411,2021-01,88,3336.0,12229.36,2540,43543.93,3619.0,13566.62,45438.37,2704
412,2021-01,90,34635.0,53724.38,25583,242860.26,27010.0,42224.03,188678.51,19990
413,2021-01,100,30427.0,126219.06,22575,226032.46,23587.0,82336.66,151306.25,17205
414,2021-01,107,42416.0,70289.31,31526,315953.97,36060.0,172396.81999999998,256040.12,26638
415,2021-01,113,25149.0,39106.61,18336,179735.81,21797.0,36222.65,157825.54,16163
416,2021-01,114,13723.0,22908.73,9801,99749.03,12629.0,22795.08,96521.02,9122
417,2021-01,116,3343.0,61746.85,2889,43418.85,7498.0,26448.48,100943.32,5946
418,2021-01,120,23.0,142.01999999999998,29,818.9300000000001,140.0,727.01,2470.62,104
419,2021-01,125,6192.0,11048.55,4450,47499.3,5424.0,10980.06,44662.38,3969
420,2021-01,127,280.0,265319.02,357,9220.81,1758.0,13220.3,42362.33,1486
421,2021-01,128,16.0,522.09,60,1969.57,73.0,797.47,2629.59,93
422,2021-01,137,36687.0,75762.89,28090,316566.14,31962.0,55330.83,245776.26,24604
423,2021-01,140,56150.0,106557.96,41621,474855.89,50738.0,81581.36,379360.18,37778
424,2021-01,141,64272.0,90250.86,46435,418673.19,61240.0,80664.66,383384.66,44385
425,2021-01,142,58793.0,85671.52,42113,396191.86,53018.0,71986.45,337532.17,38251
426,2021-01,143,28562.0,43495.67,20442,200171.15,32622.0,48329.68,224892.36,23780
427,2021-01,144,9768.0,18748.16,7090,81309.70999999999,10767.0,51874.45,92094.04000000001,7765
428,2021-01,148,7292.0,16873.73,5531,69024.06999999999,10310.0,23315.95,96882.63,7651
429,2021-01,151,29829.0,48866.12,21565,222511.07,26476.0,43905.89,194448.17,19135
430,2021-01,152,2736.0,5869.66,2028,25792.08,4449.0,11191.77,45847.770000000004,3318
431,2021-01,153,17.0,512.41,89,2511.06,106.0,1340.27,5238.0199999999995,176
432,2021-01,158,6364.0,11580.76,4741,50757.229999999996,12299.0,22150.94,94363.24,8935
433,2021-01,161,59589.0,90663.48,43922,418072.06,52520.0,66034.01,321696.25,38597
434,2021-01,162,55715.0,83884.09,40697,379217.41,40594.0,54864.8,262267.44,30181
435,2021-01,163,39059.0,58836.73,28671,273855.0,32390.0,43880.12,208788.57,23876
436,2021-01,164,30432.0,48764.17,22412,220547.99000000002,27499.0,38791.19,181561.06,20074
437,2021-01,166,13780.0,26219.43,10266,117336.45,17260.0,37170.04,151768.62,12679
438,2021-01,170,57819.0,182773.66,43215,431109.41,54501.0,128993.54000000001,365952.31,40392
439,2021-01,186,59599.0,105235.34,44181,458355.2,32119.0,43429.58,207722.65,23562
440,2021-01,194,100.0,509.71999999999997,93,2474.27,289.0,1669.99,6710.21,303
441,2021-01,202,30.0,440.87,85,1944.19,900.0,4004.74,14335.87,694
442,2021-01,209,2238.0,7476.03,1779,28807.6,3253.0,11560.710000000001,41437.24,2461
443,2021-01,211,8297.0,16498.43,6122,71550.8,11270.0,20908.85,90280.25,8087
444,2021-01,224,3144.0,6669.29,2595,29194.3,8352.0,15508.49,65494.31,6114
445,2021-01,229,41611.0,60508.44,30319,272763.96,41459.0,56719.43,268676.76,30033
446,2021-01,230,28162.0,46402.25,20201,202633.13,21969.0,30790.47,139472.55,15582
447,2021-01,231,16519.0,45577.08,13255,184326.88,20648.0,53141.54,209875.4,15558
448,2021-01,232,1375.0,7275.78,1641,33282.12,9287.0,25659.5,103654.13,7307
449,2021-01,233,23150.0,38361.32,17112,168591.5,26947.0,41557.61,187787.95,20028
450,2021-01,234,47054.0,71631.46,33886,327195.71,39515.0,56344.72,259599.13,29029
451,2021-01,236,103391.0,137814.71,74398,667098.27,102366.0,127766.34,628746.37,73699
452,2021-01,237,100620.0,179033.6,73028,624386.14,86275.0,97693.38,499198.21,62567
453,2021-01,238,57288.0,139498.05,40641,402118.02,57424.0,87538.72,394373.5,40956
454,2021-01,239,65329.0,90376.83,45486,419616.07,59021.0,82879.67,380483.32,42040
455,2021-01,243,374.0,2198.83,486,10476.58,4264.0,64758.840000000004,84648.45,3372
456,2021-01,244,4140.0,16509.66,3466,65763.46,10682.0,103464.62,178604.46,8320
457,2021-01,246,17660.0,30479.05,12518,133013.87,25578.0,39564.65,179467.45,18354
458,2021-01,249,30983.0,49338.52,22388,217518.08,25949.0,42777.36,184665.13999999998,18914
459,2021-01,261,5127.0,15733.62,3844,58944.3,5112.0,16884.82,60871.06,3825
460,2021-01,262,32572.0,50249.88,23835,228049.54,35025.0,53062.25,238851.95,25220
461,2021-01,263,52673.0,79928.96,38868,364034.45,48799.0,72677.45,324774.02,35361
462,2021-02,4,1217.0,4271.36,1280,22650.39,8545.0,18497.14,78678.22,6520
463,2021-02,12,189.0,593.85,130,2137.02,408.0,1270.8899999999999,4687.87,280
464,2021-02,13,5551.0,16960.38,4103,63585.53,7722.0,25220.18,92221.5,5649
465,2021-02,24,8771.0,15843.62,6451,72863.94,9460.0,16942.33,74617.24,6786
466,2021-02,41,13872.0,24755.22,10736,121466.84,20908.0,42418.24,190561.74,15626
467,2021-02,42,5703.0,17019.58,5448,79563.19,14388.0,46449.770000000004,193902.77,11823
468,2021-02,43,37603.0,53251.07,25509,253514.46,27908.0,37490.65,182279.71,19303
469,2021-02,45,1589.0,5402.65,1375,23284.64,3422.0,10160.34,42090.5,2768
470,2021-02,48,48529.0,299184.05000000005,35726,367755.37,44003.0,64353.25,304934.24,32322
471,2021-02,50,12946.0,23420.66,9753,104887.55,19708.0,30677.15,143783.99,14785
472,2021-02,68,39322.0,69763.63,29145,311916.2,37728.0,56268.63,264716.79,27795
473,2021-02,74,14168.0,29880.7,11515,138878.31,25501.0,55846.4,242243.66,19646
474,2021-02,75,30871.0,60049.61,23797,274819.7,41773.0,71389.74,332512.92,31391
475,2021-02,79,36222.0,61838.3,26495,275725.13,32164.0,56708.61,251033.93,23714
476,2021-02,87,6466.0,20796.45,4885,78922.96,8015.0,27889.16,102644.45,6095
477,2021-02,88,3174.0,11750.82,2392,41695.46,3519.0,104738.84000000001,46188.18,2709
478,2021-02,90,35182.0,54001.49,25963,250147.62,26340.0,38792.6,181670.03,19545
479,2021-02,100,28804.0,48248.42,21405,225144.61,22494.0,29796.11,149836.46,16690
480,2021-02,107,43853.0,72693.94,32527,335839.67,36349.0,276653.33,257615.06,26711
481,2021-02,113,24895.0,39663.56,18342,186502.22,22174.0,35462.3,163405.96,16434
482,2021-02,114,14774.0,26102.37,10746,112718.76,13463.0,23962.48,102876.51,9808
483,2021-02,116,3499.0,10205.43,2983,44041.74,7519.0,25155.49,99603.5,5835
484,2021-02,120,12.0,176.52,18,788.47,54.0,366.82,1286.62,50
485,2021-02,125,6660.0,11977.35,4879,52865.15,5783.0,11264.95,48556.86,4274
486,2021-02,127,240.0,2343.82,346,9004.710000000001,1633.0,41248.65,38649.5,1383
487,2021-02,128,28.0,282.23,43,1017.11,119.0,910.09,3007.04,106
488,2021-02,137,37276.0,79168.86,29060,336429.19,33040.0,55658.6,258781.43,25356
489,2021-02,140,54548.0,106089.14,40630,476526.08,48993.0,81086.73,390153.63,37310
490,2021-02,141,63069.0,91556.43,46222,435844.89,61890.0,80216.22,397689.13,44435
491,2021-02,142,59968.0,88875.12,43083,417244.84,52368.0,70407.15,339848.6,38105
492,2021-02,143,28319.0,87442.71,20442,205538.02,33505.0,48331.15,232548.15,24238
493,2021-02,144,10104.0,19694.53,7415,87601.22,11448.0,21754.87,98044.8,8307
494,2021-02,148,9078.0,19951.78,6747,84084.57,12052.0,25417.28,112170.1,8882
495,2021-02,151,28205.0,46454.96,20425,218906.75,26055.0,42869.11,197171.54,18943
496,2021-02,152,2843.0,6920.65,2220,29997.82,4613.0,12133.83,50577.63,3598
497,2021-02,153,56.0,465.34000000000003,82,2089.62,120.0,1067.16,4213.3,147
498,2021-02,158,6829.0,12834.25,5105,57431.65,13053.0,22840.13,100982.11,9503
499,2021-02,161,58420.0,89122.05,43264,431474.52,51022.0,65756.68000000001,330719.72000000003,38092
500,2021-02,162,54390.0,82056.04,40085,382471.01,39954.0,53183.22,265944.66,29846
501,2021-02,163,39790.0,59737.58,29314,285273.64,33707.0,44626.72,220040.64,24834
502,2021-02,164,31083.0,49385.24,22876,231452.39,28108.0,39019.96,190237.06,20613
503,2021-02,166,14702.0,27740.25,10801,127143.63,17659.0,33982.48,148675.56,13002
504,2021-02,170,56670.0,94750.91,42759,440341.62,54621.0,77467.87,376888.89,40580
505,2021-02,186,60729.0,102903.99,44296,466707.28,32261.0,43298.51,215000.83,23968
506,2021-02,194,62.0,541.35,83,2563.89,233.0,1623.1100000000001,6366.55,257
507,2021-02,202,53.0,683.5600000000001,107,2848.81,984.0,4217.68,15404.83,770
508,2021-02,209,2042.0,6767.21,1629,26180.41,3324.0,11423.46,42238.84,2550
509,2021-02,211,8521.0,203790.71999999997,6426,76740.8,11185.0,20826.18,93509.34,8165
510,2021-02,224,3055.0,6252.12,2431,28463.55,7946.0,13939.42,61743.630000000005,5883
511,2021-02,229,42433.0,62267.34,30995,288425.43,42138.0,57367.3,282747.9,30805
512,2021-02,230,29037.0,85507.73,21325,222449.87,22763.0,31306.78,147490.64,16257
513,2021-02,231,17534.0,235206.69,13846,196658.09,21394.0,52742.04,221922.63999999998,15905
514,2021-02,232,1478.0,7723.38,1740,33457.07,9089.0,141843.19999999998,103941.26,7199
515,2021-02,233,24734.0,43158.55,18412,188958.48,27982.0,42045.91,197693.28,20780
516,2021-02,234,46630.0,71641.92,34159,339007.34,39009.0,55506.2,269146.01,29026
517,2021-02,236,104205.0,140108.33000000002,74895,702869.34,101577.0,219334.78999999998,648141.71,73308
518,2021-02,237,101020.0,129603.66,72884,653976.65,85152.0,98155.95,518878.66000000003,61974
519,2021-02,238,57246.0,90091.12,41127,421249.95,57348.0,87700.35,405297.44,41056
520,2021-02,239,63728.0,90121.93,45034,430554.14,59056.0,81826.43,390339.34,42310
521,2021-02,243,502.0,32219.370000000003,546,11484.2,4090.0,23322.28,79033.41,3180
522,2021-02,244,5013.0,19717.99,4107,79145.38,10980.0,51871.04,187846.16999999998,8659
523,2021-02,246,21603.0,40060.409999999996,15544,176231.25,27623.0,44502.58,207163.09,20343
524,2021-02,249,34262.0,54442.21,24383,245702.6,27547.0,42824.4,195844.19,20143
525,2021-02,261,4744.0,14417.11,3604,55119.03,4721.0,15211.19,56492.61,3531
526,2021-02,262,33126.0,52380.21,24167,242457.6,35185.0,53344.54,249337.05,25449
527,2021-02,263,52986.0,81879.85,38896,380614.03,49305.0,73073.63,337753.95,35750
528,2021-03,4,1909.0,6690.08,1929,30316.01,12019.0,25441.91,108799.52,9016
529,2021-03,12,399.0,1312.5,274,4752.65,699.0,2029.18,7605.39,467
530,2021-03,13,9108.0,27196.79,6586,101855.34,12133.0,97336.06999999999,140536.2,8806
531,2021-03,24,11731.0,21577.99,8636,97211.56,12657.0,23137.58,99605.4,9116
532,2021-03,41,17932.0,33916.31,13961,160999.02,27152.0,57932.36,258710.52,20386
533,2021-03,42,7835.0,24051.14,7332,108425.2,19275.0,63680.369999999995,260710.21,15839
534,2021-03,43,50841.0,74098.48,35042,348081.51,37678.0,51994.8,246891.32,26087
535,2021-03,45,2304.0,7660.63,1944,32044.95,5256.0,14201.19,58554.65,3948
536,2021-03,48,68558.0,307917.64,50519,517228.88,62075.0,184986.44,432468.32,45592
537,2021-03,50,18461.0,33660.12,13794,149008.93,27262.0,43486.13,201814.31,20531
538,2021-03,68,56126.0,98995.65,41605,443668.17,52808.0,338608.20999999996,376542.51,38685
539,2021-03,74,18140.0,40173.53,14665,181826.56,33777.0,75128.45,319783.56,25852
540,2021-03,75,39216.0,113596.33,30484,354902.95,53759.0,99164.98,440455.48,40810
541,2021-03,79,53004.0,197639.18,38399,405803.79,47643.0,84649.04000000001,371578.31,34706
542,2021-03,87,10186.0,32089.7,7641,121030.9,11987.0,41507.94,151450.79,9081
543,2021-03,88,5344.0,18768.64,3901,68154.28,6024.0,78698.51,76333.31,4484
544,2021-03,90,49250.0,77380.94,36536,356609.65,37680.0,97238.13,262094.25,27852
545,2021-03,100,41239.0,70322.51,30632,317002.99,33932.0,45543.82,225814.85,24882
546,2021-03,107,61670.0,102700.4,45852,470873.36,51218.0,79902.31,365881.48,38011
547,2021-03,113,36758.0,59072.15,26932,275508.59,32406.0,52585.9,239428.43,23888
548,2021-03,114,23607.0,40313.91,16850,178722.0,20536.0,35806.35,160571.02,15095
549,2021-03,116,4667.0,87207.48999999999,3886,58073.39,9757.0,34375.97,132780.73,7642
550,2021-03,120,12.0,301.95,30,1101.85,100.0,686.96,2420.98,94
551,2021-03,125,10048.0,18095.38,7201,78130.88,8459.0,16459.92,70792.84,6215
552,2021-03,127,374.0,3074.26,465,11989.42,2183.0,15774.35,53212.03,1881
553,2021-03,128,42.0,468.86,67,1818.1100000000001,160.0,1317.08,4310.78,154
554,2021-03,137,49430.0,101628.81999999999,37731,433496.71,44299.0,166822.65,347307.94,34246
555,2021-03,140,71869.0,140583.36000000002,53987,621566.67,64976.0,109351.77,514333.09,49592
556,2021-03,141,85631.0,126167.23,62855,589050.18,84170.0,114710.61,551803.85,61630
557,2021-03,142,82301.0,157281.95,59554,574518.34,73149.0,101698.17,481411.9,53328
558,2021-03,143,37524.0,59562.21,27544,277945.57,44677.0,67551.92,316307.97,32496
559,2021-03,144,15665.0,30174.74,11351,134720.94,17812.0,34044.14,154952.07,12864
560,2021-03,148,13904.0,30720.7,10248,129428.14,17476.0,37315.99,163859.58,12802
561,2021-03,151,36555.0,63514.28,26805,289638.52999999997,34288.0,81812.09,265440.2,25171
562,2021-03,152,4097.0,9721.92,3233,41896.63,6893.0,17982.38,73926.16,5256
563,2021-03,153,45.0,539.47,109,2637.63,180.0,1695.77,6629.8,228
564,2021-03,158,11145.0,20011.29,8236,90964.19,20165.0,34981.65,155122.3,14524
565,2021-03,161,86570.0,133254.59,64493,1028394.42,73696.0,96760.23,478531.3,55297
566,2021-03,162,75318.0,116699.93,56689,541567.16,57825.0,77929.98,385682.0,43518
567,2021-03,163,57974.0,87430.23,42762,412823.17,48841.0,66761.93,321607.23,36065
568,2021-03,164,46839.0,75861.34,34607,349026.25,41409.0,58995.869999999995,280660.52,30545
569,2021-03,166,18590.0,58461.740000000005,13851,164156.62,22476.0,47076.25,199188.24,16785
570,2021-03,170,81019.0,190363.66999999998,60756,616491.88,77165.0,168326.48,532721.72,57581
571,2021-03,186,83190.0,147104.07,61557,649562.43,47434.0,63948.02,314199.05,34908
572,2021-03,194,88.0,636.32,95,3401.64,352.0,2235.23,8401.14,360
573,2021-03,202,74.0,1132.6399999999999,139,3419.24,1369.0,6154.79,22031.92,1096
574,2021-03,209,3262.0,10333.1,2573,40822.53,5163.0,16770.03,62708.64,3830
575,2021-03,211,13471.0,26106.27,9921,116011.69,18323.0,34545.18,153257.95,13212
576,2021-03,224,4188.0,8399.57,3344,37617.45,10591.0,19027.16,83146.14,7901
577,2021-03,229,59160.0,88720.48,43630,406260.56,59359.0,83315.33,800641.55,43517
578,2021-03,230,43138.0,81684.04,31668,332559.27,34608.0,50172.05,232168.73,24905
579,2021-03,231,27064.0,121623.83,20817,287307.17,32484.0,79311.55,323195.8,24209
580,2021-03,232,2384.0,67940.11,2492,47865.01,12930.0,35190.6,144226.7,9977
581,2021-03,233,34637.0,59818.479999999996,25996,266687.62,40061.0,61461.85,283982.59,29810
582,2021-03,234,68267.0,104905.95,49878,492724.55,58671.0,82912.28,393064.54,43443
583,2021-03,236,135754.0,230461.33,99015,927106.11,135345.0,244699.18,877010.54,98691
584,2021-03,237,139516.0,181660.44,101902,903913.4400000001,122653.0,145626.38,751774.36,90193
585,2021-03,238,75714.0,124127.76,54917,573081.38,75485.0,177960.8,550041.16,54653
586,2021-03,239,85988.0,126525.76,61490,591615.9,79523.0,116482.01,541047.07,57553
587,2021-03,243,563.0,3459.0699999999997,702,15276.93,5507.0,32175.29,108496.42,4315
588,2021-03,244,5406.0,20889.27,4603,83574.35,12705.0,62399.31,218851.41,10187
589,2021-03,246,45243.0,84170.34,32080,368316.61,46237.0,124984.43000000001,354040.61,34280
590,2021-03,249,49536.0,81268.06,35844,365863.85,42552.0,67224.13,307449.43,31103
591,2021-03,261,8064.0,22363.64,5723,85997.91,7198.0,23231.43,85603.61,5352
592,2021-03,262,43747.0,72877.64,32401,326898.49,46875.0,75137.29,338010.97,34041
593,2021-03,263,69948.0,112456.83,51921,508553.77,64722.0,134356.8,450886.54,47683
594,2021-04,4,2238.0,7395.99,2210,33459.88,13191.0,28751.08,122585.18,9852
595,2021-04,12,578.0,1680.64,371,6280.97,1095.0,2991.67,11198.369999999999,698
596,2021-04,13,11035.0,32727.61,7817,123194.94,15280.0,48942.64,180362.94,10904
597,2021-04,24,13272.0,299033.57999999996,9794,113204.86,14597.0,27836.9,120143.45,10498
598,2021-04,41,17940.0,85050.72,14124,168462.69,28060.0,149037.33,277808.37,21247
599,2021-04,42,7991.0,94232.79999999999,7674,119214.36,20015.0,235917.44999999998,282641.16,16299
600,2021-04,43,63604.0,93034.8,43389,444680.67,46058.0,151380.87,309643.94,31781
601,2021-04,45,2838.0,37039.340000000004,2340,39646.98,6016.0,118157.39,69672.3,4536
602,2021-04,48,74761.0,130862.5,54898,587002.3,69986.0,450267.64,505886.39,50644
603,2021-04,50,19736.0,120526.43000000001,14970,167291.4,30090.0,102929.05,226833.0,22342
604,2021-04,68,62706.0,192682.06,46113,515114.78,59337.0,136531.75,447282.8,43640
605,2021-04,74,18177.0,101527.52,14538,186092.49,33926.0,453336.69999999995,332506.27,26049
606,2021-04,75,38220.0,219206.84,29735,361059.52,55286.0,349807.39999999997,466496.19,41895
