Date,LocationID,PU_passenger,PUTripDistance_count,PickUp_count,PU_fare,PUT_fare,DO_passenger,DOTripDistance_count,DropOff_count,DO_fare,DOT_fare
2020-08,74,13970.0,28640.97,31,131544.44,162466.04,24383.0,51467.42,17606,220654.62,288440.76
2020-08,75,25916.0,49192.72,31,223861.89,292107.97000000003,34883.0,84753.35,25059,269537.26,376208.95
2020-08,79,28309.0,51376.61,31,221334.35,330823.64,25320.0,46108.3,17942,195614.61,298659.1
2020-08,87,6296.0,19920.07,31,76384.48,103780.43,7730.0,25603.85,5431,92803.44,128629.45
2020-08,88,3523.0,13342.33,31,49545.12,64101.549999999996,3806.0,15352.25,2730,55726.86,71527.26
2020-08,90,27183.0,43954.05,31,197244.26,301309.18,20011.0,30680.03,14240,139294.53,216914.95
2020-08,100,28212.0,50139.47,31,222129.6,325649.11,20063.0,26148.74,14284,130879.13,201238.81
2020-08,107,34133.0,103673.37000000001,31,257467.7,389112.82,26620.0,42499.57,19352,189613.13,295408.55
2020-08,113,17550.0,28287.98,31,129836.94,197117.36000000002,15131.0,24618.920000000002,10776,109338.99,169079.27
2020-08,114,11051.0,19654.54,31,83962.58,126515.95,9862.0,16802.89,6875,72549.26,111703.05
2020-08,116,3825.0,9762.3,31,43864.14,52808.72,7849.0,24534.010000000002,5762,98014.39,124185.59
2020-08,120,25.0,128.56,17,628.96,711.25,118.0,721.5600000000001,99,2416.83,2844.2
2020-08,125,4256.0,8460.31,31,35560.8,52249.45,3985.0,9129.53,2939,39856.97,55939.4
2020-08,127,479.0,1991.57,31,9657.37,10913.86,1737.0,11825.07,1327,38969.63,46756.49
2020-08,128,67.0,404.82,27,2038.96,2298.77,146.0,800.42,98,2679.14,3242.62
2020-08,137,29724.0,60510.12,31,259587.76,375072.01,25598.0,40951.53,18653,185813.68,283167.5
2020-08,140,41919.0,80832.29,31,365108.41,531209.57,37475.0,128871.79,27095,289815.66,434845.12
2020-08,141,47086.0,124437.22,31,321170.61,498087.7,43165.0,57301.41,30792,274251.83,439802.79
2020-08,142,41786.0,92970.22,31,487168.05,649205.07,35658.0,50427.33,25659,234524.26,373286.8
2020-08,143,18637.0,31368.489999999998,31,144885.33000000002,215107.12,21252.0,32332.27,15199,149564.23,232621.36
2020-08,144,7383.0,14635.58,31,63850.909999999996,92121.54,8405.0,16368.94,5906,72461.27,105841.67
2020-08,148,7448.0,17228.42,31,70878.81,99445.51,8822.0,18730.28,6168,80357.22,115263.41
2020-08,151,22556.0,38096.159999999996,31,174335.37,238535.39,19533.0,32488.27,13763,145561.16,209473.68
2020-08,152,2939.0,6907.47,31,29560.14,35529.87,4892.0,11683.37,3413,47539.21,60131.66
2020-08,153,111.0,687.3,30,3138.98,3498.14,191.0,1300.55,163,5110.46,5918.89
2020-08,158,4228.0,7887.26,31,35401.43,53173.43,7882.0,69174.54,5607,63385.54,96254.45
2020-08,161,38830.0,60086.16,31,281562.08,433257.43,35356.0,42675.32,25425,211077.52,338238.59
2020-08,162,40936.0,62455.85,31,283852.1,441133.77,31278.0,40241.229999999996,22643,197622.49,315117.85
2020-08,163,25968.0,40661.13,31,188162.54,288993.52,23742.0,30371.08,17218,147592.17,236738.97
2020-08,164,23437.0,37390.38,31,172124.81,260706.42,20599.0,28813.13,14649,136375.82,212640.83000000002
2020-08,166,10383.0,20478.97,31,93087.13,121240.13,12733.0,94338.24000000002,9228,111110.96,151604.04
2020-08,170,46642.0,77760.9,31,353961.08,536454.8,42193.0,57551.89,30354,273426.46,434323.25
2020-08,186,55189.0,104213.87,31,452555.61,671238.85,27281.0,35873.69,19601,176834.62,277558.26
2020-08,194,102.0,468.78000000000003,30,3069.07,3891.54,287.0,1462.8500000000001,230,6534.31,8561.85
2020-08,202,119.0,555.9,31,2799.55,3178.13,1073.0,4198.58,779,16100.32,20562.52
2020-08,209,2609.0,7545.14,31,30186.02,40551.68,3139.0,9995.63,2227,37807.86,52137.75
2020-08,211,5651.0,10298.46,31,44816.63,66858.47,7981.0,14798.15,5541,64416.4,96688.83
2020-08,224,2795.0,5473.41,31,24773.31,35999.24,6571.0,150675.91,4744,52523.590000000004,79692.3
2020-08,229,31374.0,46944.28,31,210846.03,330322.61,30104.0,78548.3,21511,198591.72,314063.77
2020-08,230,20753.0,35532.07,31,154277.23,231895.53,15856.0,21506.46,11454,100456.63,158701.33000000002
2020-08,231,11772.0,29423.8,31,122276.51,168955.88,14426.0,36530.47,10145,149002.85,208775.91
2020-08,232,1749.0,6177.04,31,31196.47,37534.37,7891.0,105547.45999999999,5780,87503.88,117153.3
2020-08,233,20526.0,171562.80999999997,31,147259.81,225786.72,22259.0,32441.21,15824,148464.52,233930.37
2020-08,234,33739.0,120007.94000000002,31,240463.02,369509.15,27302.0,37312.65,19353,175446.81,278262.81
2020-08,236,57822.0,82030.54,31,392058.2,609135.64,57445.0,75424.46,41127,359892.97000000003,576454.4299999999
2020-08,237,64774.0,86088.53,31,418911.12,660261.82,54686.0,62761.21,39344,321437.33,522904.84
2020-08,238,39775.0,66251.94,31,299075.25,440983.43,37294.0,58485.6,26421,264759.03,405054.87
2020-08,239,41731.0,62248.07,31,286869.89,448202.59,36823.0,51814.32,26187,239853.6,384740.48
2020-08,243,729.0,2924.13,31,14801.08,16792.86,4105.0,22801.42,3043,78226.21,96174.06
2020-08,244,3591.0,11568.300000000001,31,52016.59,61985.63,9348.0,43514.62,6894,154802.27,191433.12
2020-08,246,9690.0,18960.1,31,86326.24,123918.65,15848.0,25478.81,11278,120686.66,182016.83000000002
2020-08,249,23336.0,39427.81,31,171910.71,264053.62,19368.0,30540.329999999998,13684,136257.85,213637.80000000002
