,Unnamed: 0,Date,PU_passenger,PUTripDistance_count,PickUp_count,PU_fare,PUT_fare,LocationID,DO_passenger,DOTripDistance_count,DropOff_count,DO_fare,DOT_fare,Year
6510,23097,2021-04-09,5466.0,7917.64,4001,38561.35,60865.59,236,5458.0,7209.59,3932,34938.31,56693.19,2021
6511,23098,2021-04-09,5588.0,7378.25,4059,37211.64,59753.11,237,4916.0,6099.16,3557,31046.61,50604.99,2021
6512,23099,2021-04-09,3176.0,5275.54,2278,24433.82,36837.96,238,2966.0,5121.22,2168,23261.21,35875.94,2021
6513,23100,2021-04-09,3573.0,5318.87,2585,25327.76,40404.05,239,3264.0,4883.4,2408,23172.55,37303.12,2021
6514,23104,2021-04-09,26.0,165.24,35,816.1800000000001,945.35,243,222.0,1194.66,162,4143.07,5270.32,2021
6515,23105,2021-04-09,184.0,840.24,170,3342.47,4104.5,244,418.0,2137.75,342,7649.46,9722.89,2021
6516,23106,2021-04-09,1457.0,3139.91,1131,13997.96,21164.74,246,1772.0,3103.9,1341,14885.25,22875.72,2021
6517,23109,2021-04-09,2079.0,3540.73,1511,16426.2,25653.13,249,1938.0,3112.89,1404,14597.25,23322.07,2021
6518,23119,2021-04-09,374.0,1109.77,273,4244.25,5975.3,261,310.0,1030.01,227,3869.85,5413.22,2021
6519,23120,2021-04-09,1728.0,3064.47,1311,13574.38,21027.21,262,1820.0,3038.55,1336,13500.79,21535.35,2021
6520,23121,2021-04-09,2980.0,4912.0,2244,22262.67,34965.520000000004,263,2830.0,4350.0,2032,19564.74,31215.73,2021
6521,23126,2021-04-10,85.0,301.68,86,1304.06,1782.75,4,472.0,1087.58,361,4634.59,6668.21,2021
6522,23131,2021-04-10,26.0,34.66,12,141.0,191.66,12,46.0,89.63,26,295.0,423.35,2021
6523,23132,2021-04-10,318.0,983.65,233,3657.95,5139.61,13,531.0,1426.35,373,5473.98,7770.71,2021
6524,23142,2021-04-10,402.0,723.47,303,3287.17,4574.88,24,535.0,1041.7,371,4230.8,6097.29,2021
6525,23157,2021-04-10,664.0,1319.39,497,6038.41,7712.32,41,1137.0,87270.29,789,9684.65,12903.26,2021
6526,23158,2021-04-10,304.0,847.75,257,4104.37,4919.89,42,796.0,2524.07,626,10182.19,12886.44,2021
6527,23159,2021-04-10,2325.0,3572.0,1550,16234.51,24555.4,43,1676.0,2269.33,1130,10446.12,16287.62,2021
6528,23161,2021-04-10,102.0,257.68,81,1125.03,1528.21,45,231.0,593.73,169,2509.6,3461.27,2021
6529,23164,2021-04-10,2842.0,5156.58,2023,22778.18,33902.82,48,2675.0,3934.2,1855,18112.9,27909.73,2021
6530,23166,2021-04-10,781.0,1373.34,550,6122.28,9052.41,50,1198.0,1986.68,848,8919.03,13633.37,2021
6531,23182,2021-04-10,2325.0,4131.68,1675,18738.02,27998.37,68,2184.0,3541.38,1535,16008.82,24486.59,2021
6532,23188,2021-04-10,672.0,1448.89,525,6597.18,8287.36,74,1182.0,2650.58,884,10780.3,14201.98,2021
6533,23189,2021-04-10,1163.0,2265.02,856,9587.63,12719.14,75,1619.0,2913.92,1162,12076.39,17177.73,2021
6534,23193,2021-04-10,3180.0,5398.54,2215,24052.35,36686.75,79,2674.0,4346.68,1842,20140.73,30689.7,2021
6535,23200,2021-04-10,442.0,1254.67,299,4698.48,6576.96,87,599.0,1692.69,402,6363.5,9024.86,2021
6536,23201,2021-04-10,214.0,648.57,152,2343.92,3301.19,88,287.0,935.21,186,3221.6,4404.88,2021
6537,23203,2021-04-10,2432.0,4019.93,1732,18301.39,27820.83,90,1779.0,2729.97,1230,12290.58,19212.24,2021
6538,23211,2021-04-10,1253.0,2182.55,855,9695.43,14089.8,100,968.0,1396.33,681,6724.39,10155.8,2021
6539,23215,2021-04-10,2711.0,4082.41,1881,18827.95,29044.59,107,2062.0,2874.24,1447,13306.85,21181.6,2021
6540,23218,2021-04-10,1635.0,2526.6,1141,11867.05,18259.34,113,1318.0,2270.29,933,10342.9,15815.98,2021
6541,23219,2021-04-10,1296.0,2206.63,919,10010.82,15306.28,114,1170.0,1899.93,813,9039.25,13668.03,2021
6542,23221,2021-04-10,204.0,508.37,162,2372.79,2892.62,116,391.0,1341.19,287,4999.17,6379.51,2021
6543,23224,2021-04-10,1.0,0.1,1,20.0,20.8,120,19.0,71.74,11,518.46,611.08,2021
6544,23229,2021-04-10,513.0,1012.23,370,4316.06,6553.12,125,332.0,746.05,258,3134.86,4603.96,2021
6545,23231,2021-04-10,11.0,76.85,12,307.12,359.97,127,95.0,620.9,75,1993.45,2454.79,2021
6546,23232,2021-04-10,1.0,7.82,1,24.0,29.3,128,10.0,91.38,8,255.82,310.82,2021
6547,23241,2021-04-10,1524.0,2436.61,1079,11137.64,16988.58,137,1488.0,2354.43,1080,10847.45,16728.19,2021
6548,23244,2021-04-10,1676.0,3229.11,1220,13499.18,20220.26,140,1742.0,2966.44,1241,12685.93,19569.51,2021
6549,23245,2021-04-10,3252.0,4789.74,2262,20986.98,32975.48,141,3015.0,4019.97,2073,18526.32,29576.95,2021
6550,23246,2021-04-10,3332.0,5203.1,2357,23517.04,36199.14,142,2758.0,4072.76,1966,18648.51,29450.64,2021
6551,23247,2021-04-10,1250.0,2084.61,930,9357.58,14264.13,143,1441.0,2360.33,1066,10633.14,16524.89,2021
6552,23248,2021-04-10,865.0,1544.43,594,7039.45,10404.81,144,1020.0,1783.46,702,8781.41,12776.45,2021
6553,23252,2021-04-10,983.0,1895.93,670,8103.19,12053.34,148,1090.0,2090.02,748,9760.5,14217.83,2021
6554,23255,2021-04-10,1386.0,2355.18,969,10432.23,14563.88,151,1356.0,2443.7,954,10237.46,14879.73,2021
6555,23256,2021-04-10,128.0,321.87,107,1411.72,1812.88,152,253.0,659.62,187,2575.47,3425.06,2021
6556,23257,2021-04-10,2.0,20.72,6,146.91,188.32,153,12.0,42.93,7,153.17000000000002,177.53,2021
6557,23260,2021-04-10,700.0,1304.9,502,6335.93,9438.79,158,1041.0,1784.5,754,8770.71,13233.22,2021
6558,23263,2021-04-10,2167.0,3270.13,1482,15040.15,22931.0,161,1670.0,2168.81,1197,10387.7,16534.74,2021
6559,23264,2021-04-10,1983.0,3006.2,1383,13822.62,21211.3,162,1569.0,2209.23,1107,10177.0,15961.17,2021
6560,23265,2021-04-10,2004.0,3037.75,1336,13833.05,21069.63,163,1693.0,2294.75,1148,10545.4,16683.82,2021
6561,23266,2021-04-10,1836.0,2988.16,1292,13585.5,20597.25,164,1626.0,2200.46,1122,10587.21,16560.66,2021
6562,23268,2021-04-10,655.0,1213.91,455,5302.66,7007.83,166,739.0,1520.9,528,6192.78,8665.36,2021
6563,23272,2021-04-10,2631.0,4000.98,1909,18950.12,29579.15,170,2610.0,3506.56,1788,16606.02,26550.74,2021
6564,23284,2021-04-10,2851.0,5030.52,2028,22791.01,33625.92,186,1701.0,2462.2,1211,11578.5,17892.78,2021
6565,23291,2021-04-10,4.0,22.0,5,111.63,165.62,194,55.0,189.13,46,775.53,1308.28,2021
6566,23298,2021-04-10,5.0,30.85,5,142.87,162.86,202,45.0,222.89,36,776.72,997.12,2021
6567,23303,2021-04-10,151.0,425.68,104,1691.61,2321.34,209,205.0,589.36,138,2227.83,3141.26,2021
6568,23305,2021-04-10,835.0,1489.66,585,6834.9,10144.24,211,1044.0,1995.98,723,9062.03,13276.6,2021
6569,23317,2021-04-10,124.0,293.75,99,1244.42,1769.76,224,356.0,669.52,263,2926.34,4460.38,2021
6570,23322,2021-04-10,2210.0,3380.4,1597,14817.33,23311.91,229,2261.0,3218.27,1608,15066.73,23798.55,2021
6571,23323,2021-04-10,1558.0,2786.59,1064,12082.25,17742.41,230,1405.0,2079.71,954,9599.11,14569.04,2021
6572,23324,2021-04-10,1267.0,2739.82,917,11508.6,16840.13,231,1395.0,3257.2,1005,13395.79,19364.03,2021
6573,23325,2021-04-10,105.0,342.97,101,1578.32,2065.42,232,484.0,1291.01,367,5346.29,7451.49,2021
6574,23326,2021-04-10,1250.0,2064.95,861,9085.75,13830.66,233,1487.0,2235.92,1050,10154.09,16010.88,2021
6575,23327,2021-04-10,3161.0,4569.0,2137,417627.37,429405.61,234,2482.0,3409.1,1785,16304.3,25900.49,2021
6576,23329,2021-04-10,4087.0,5813.93,2894,26417.44,41728.89,236,4227.0,5813.22,2958,26046.07,41822.07,2021
6577,23330,2021-04-10,4368.0,5917.53,3029,27655.65,43436.22,237,3731.0,4642.4,2655,22251.59,35850.61,2021
6578,23331,2021-04-10,2668.0,4401.24,1894,19599.25,29322.52,238,2651.0,4260.58,1871,18631.36,28764.62,2021
6579,23332,2021-04-10,3257.0,5066.83,2323,22986.09,35678.38,239,3050.0,4514.47,2126,20380.02,32219.39,2021
6580,23336,2021-04-10,17.0,115.81,24,523.37,615.29,243,252.0,1471.91,204,4824.49,6221.1,2021
6581,23337,2021-04-10,200.0,563.86,154,2573.14,3062.48,244,519.0,2149.67,364,7509.87,9464.94,2021
6582,23338,2021-04-10,1566.0,3005.66,1079,13100.58,19463.04,246,1859.0,3106.72,1335,14292.11,21755.88,2021
6583,23341,2021-04-10,2625.0,4407.22,1879,19871.0,30815.51,249,2201.0,3424.61,1574,16391.36,25381.26,2021
6584,23351,2021-04-10,403.0,1004.54,272,3969.22,5582.34,261,344.0,894.46,240,3529.05,4955.65,2021
6585,23352,2021-04-10,1368.0,2450.58,989,10352.82,15915.9,262,1574.0,2725.27,1112,11502.92,17862.79,2021
6586,23353,2021-04-10,2794.0,4618.48,2008,19784.5,30875.1,263,2511.0,4347.57,1796,17933.43,28062.66,2021
6587,23358,2021-04-11,58.0,225.56,66,1000.15,1352.27,4,335.0,793.48,266,3270.09,4746.5,2021
6588,23362,2021-04-11,10.0,25.96,5,96.0,131.38,12,23.0,43.55,12,163.5,227.58,2021
6589,23363,2021-04-11,177.0,443.9,125,1961.82,2737.87,13,277.0,1057.71,223,3875.15,5385.19,2021
6590,23373,2021-04-11,313.0,603.02,241,2629.91,3613.72,24,404.0,793.65,298,3223.62,4664.62,2021
6591,23387,2021-04-11,421.0,811.39,337,3542.69,4528.91,41,719.0,1728.93,532,6794.02,9136.21,2021
6592,23388,2021-04-11,151.0,563.14,173,2623.31,3208.69,42,503.0,1804.11,396,6894.76,8621.53,2021
6593,23389,2021-04-11,1229.0,1813.38,808,7905.58,12181.43,43,940.0,1407.43,608,5874.94,9221.32,2021
6594,23391,2021-04-11,55.0,176.18,47,766.74,997.2,45,130.0,424.18,103,1688.61,2243.52,2021
6595,23394,2021-04-11,1805.0,3456.49,1326,14468.16,21504.95,48,1870.0,3060.92,1331,13109.14,20342.9,2021
6596,23396,2021-04-11,418.0,910.1,335,3809.68,5638.8,50,701.0,1280.26,524,5349.6,8369.78,2021
6597,23411,2021-04-11,1692.0,3104.0,1219,13330.98,19960.11,68,1457.0,2295.4,1037,10028.42,15699.23,2021
6598,23417,2021-04-11,407.0,843.29,324,3722.0,4809.08,74,790.0,1936.29,607,7546.86,9930.02,2021
6599,23418,2021-04-11,736.0,1504.2,588,6041.08,8165.35,75,1091.0,2193.71,826,8659.07,12273.27,2021
6600,23422,2021-04-11,1898.0,3350.62,1376,14089.75,21870.77,79,1677.0,3161.19,1151,13012.69,19886.71,2021
6601,23429,2021-04-11,205.0,695.22,155,2683.05,3690.11,87,332.0,1030.49,237,3694.76,5313.37,2021
6602,23430,2021-04-11,84.0,315.59,61,1149.35,1600.31,88,116.0,412.43,81,1367.0,1936.26,2021
6603,23432,2021-04-11,1510.0,2526.81,1092,10824.53,16823.98,90,1109.0,1664.48,801,7255.39,11640.15,2021
6604,23441,2021-04-11,954.0,2019.06,694,8402.52,12101.34,100,678.0,1004.59,460,4463.66,6830.6,2021
6605,23445,2021-04-11,1674.0,2506.72,1146,10943.92,17084.510000000002,107,1414.0,2220.23,993,9494.1,15131.92,2021
6606,23448,2021-04-11,929.0,1550.62,679,6737.54,10382.33,113,840.0,1578.47,597,6497.26,10187.2,2021
6607,23449,2021-04-11,744.0,1446.77,528,5840.81,8802.82,114,614.0,1105.85,423,4650.59,7093.28,2021
6608,23450,2021-04-11,95.0,226.74,84,1089.03,1302.83,116,282.0,1047.61,209,3575.7,4643.34,2021
6609,23454,2021-04-11,1.0,3.4,1,15.0,15.8,120,6.0,50.57,5,144.5,174.56,2021
6610,23459,2021-04-11,295.0,547.68,208,2314.46,3477.46,125,186.0,442.59,137,1722.52,2548.92,2021
6611,23461,2021-04-11,2.0,52.22,7,166.71,204.65,127,71.0,552.7,57,1624.56,2029.64,2021
6612,23462,2021-04-11,0.0,6.95,1,19.45,24.61,128,2.0,41.54,5,123.37,165.84,2021
6613,23471,2021-04-11,1059.0,1838.47,769,7808.97,11898.81,137,1079.0,1721.27,769,7394.71,11743.11,2021
6614,23474,2021-04-11,1191.0,2034.85,827,8358.55,12791.57,140,1207.0,2330.41,912,9562.3,14737.15,2021
6615,23475,2021-04-11,2124.0,3120.02,1537,13545.32,21611.46,141,2107.0,3164.35,1504,13773.99,21988.05,2021
6616,23476,2021-04-11,2507.0,3657.97,1759,16135.57,25349.95,142,1920.0,2959.26,1382,12845.23,20531.11,2021
6617,23477,2021-04-11,978.0,1577.49,689,6620.5,10297.17,143,1168.0,1874.12,825,8142.67,12739.2,2021
6618,23478,2021-04-11,498.0,896.35,331,3941.49,5710.6,144,586.0,1214.65,411,5198.68,7582.01,2021
6619,23482,2021-04-11,550.0,1366.6,424,5511.87,7908.58,148,652.0,1487.6,462,6318.69,8995.72,2021
6620,23485,2021-04-11,968.0,1724.47,726,7430.82,10589.99,151,1019.0,1797.58,729,7230.02,10757.81,2021
6621,23486,2021-04-11,105.0,298.1,94,1193.73,1555.05,152,183.0,559.4399999999999,153,2153.6,2781.88,2021
6622,23487,2021-04-11,8.0,4.17,4,55.19,68.39,153,1.0,16.83,3,65.18,82.83,2021
6623,23490,2021-04-11,287.0,577.34,220,2542.72,3836.07,158,566.0,1092.96,409,4653.8,7105.74,2021
6624,23493,2021-04-11,1346.0,2051.87,909,9016.73,13639.17,161,1135.0,1449.99,761,6528.01,10443.26,2021
6625,23494,2021-04-11,1505.0,2209.74,1034,9894.95,15340.97,162,1031.0,1610.66,746,7013.5,11008.17,2021
6626,23495,2021-04-11,1097.0,1885.94,802,8132.08,12480.83,163,964.0,1685.81,708,6965.26,10864.76,2021
6627,23496,2021-04-11,987.0,1659.48,704,7288.22,11125.17,164,858.0,1254.68,602,5709.24,8950.81,2021
6628,23498,2021-04-11,415.0,709.58,303,3215.04,4381.47,166,500.0,1192.99,382,4567.66,6303.37,2021
6629,23502,2021-04-11,1800.0,2872.74,1310,12865.1,20025.21,170,1816.0,2651.09,1275,11997.54,19103.38,2021
6630,23514,2021-04-11,2926.0,5534.58,2074,23586.94,35340.78,186,1201.0,1756.14,875,8160.07,12702.72,2021
6631,23520,2021-04-11,9.0,81.62,8,440.45,550.61,194,19.0,75.01,16,346.76,541.09,2021
6632,23527,2021-04-11,0.0,8.43,1,30.9,34.45,202,48.0,174.82,29,649.5,839.92,2021
6633,23533,2021-04-11,67.0,183.9,50,763.48,1030.7,209,86.0,388.29,71,1350.73,1776.78,2021
6634,23535,2021-04-11,486.0,926.55,346,3983.71,5843.97,211,539.0,952.97,392,4186.62,6323.33,2021
6635,23546,2021-04-11,110.0,165.15,76,812.48,1243.92,224,287.0,521.75,209,2252.09,3521.78,2021
6636,23551,2021-04-11,1355.0,2194.82,1013,9347.51,14723.46,229,1634.0,2403.31,1146,10552.0,16935.68,2021
6637,23552,2021-04-11,1162.0,2293.89,789,9296.06,13646.47,230,938.0,1596.26,588,6324.23,9711.77,2021
6638,23553,2021-04-11,631.0,1366.76,470,5641.62,8273.73,231,837.0,2006.65,594,7695.19,11304.44,2021
6639,23554,2021-04-11,73.0,234.51,63,1053.0,1382.65,232,304.0,814.24,226,3187.5,4421.17,2021
6640,23555,2021-04-11,788.0,1275.49,561,5429.71,8475.18,233,914.0,1608.84,676,6652.38,10533.54,2021
6641,23556,2021-04-11,1727.0,2751.85,1228,12292.17,19023.23,234,1458.0,2086.04,1020,9376.01,15132.05,2021
6642,23558,2021-04-11,2907.0,3841.93,2006,17317.94,27807.75,236,2894.0,4158.05,2011,18088.39,29130.84,2021
6643,23559,2021-04-11,2619.0,3487.78,1825,15859.56,25285.12,237,2334.0,2917.91,1602,13341.07,21686.44,2021
6644,23560,2021-04-11,1960.0,3041.68,1405,13514.21,20749.76,238,2130.0,3472.48,1495,14825.59,23018.28,2021
6645,23561,2021-04-11,2373.0,3519.1,1671,15650.79,24727.27,239,2440.0,3672.01,1733,15951.53,25784.66,2021
6646,23565,2021-04-11,19.0,69.87,21,303.35,371.41,243,152.0,1051.58,122,3116.96,3905.11,2021
6647,23566,2021-04-11,71.0,236.96,70,1086.69,1306.09,244,313.0,1690.9,241,5365.64,6749.03,2021
6648,23568,2021-04-11,1321.0,2590.05,934,10785.17,16177.75,246,1346.0,2326.03,965,10195.04,15517.08,2021
6649,23571,2021-04-11,1720.0,2915.92,1235,12599.57,19518.11,249,1318.0,2483.84,992,10392.12,16125.66,2021
6650,23582,2021-04-11,205.0,412.76,127,1659.9,2383.56,261,217.0,738.82,152,2537.15,3490.41,2021
6651,23583,2021-04-11,927.0,1437.55,626,6119.4,9515.87,262,1202.0,2351.38,868,9291.58,14405.03,2021
6652,23584,2021-04-11,1880.0,2920.79,1357,12344.41,19278.42,263,1765.0,3088.26,1275,12439.54,19578.34,2021
6653,23589,2021-04-12,45.0,131.65,44,624.61,863.05,4,358.0,842.08,282,3472.96,5042.14,2021
6654,23596,2021-04-12,17.0,58.25,9,188.5,261.83000000000004,12,20.0,44.72,12,175.5,229.5,2021
6655,23597,2021-04-12,272.0,921.62,221,3528.1,5075.83,13,366.0,1290.37,280,4684.54,6628.51,2021
6656,23608,2021-04-12,414.0,727.7,300,3431.01,4742.87,24,483.0,908.93,349,3932.62,5664.54,2021
6657,23623,2021-04-12,610.0,1120.55,470,5480.36,7131.14,41,899.0,2011.54,676,8843.53,11853.84,2021
6658,23624,2021-04-12,246.0,842.07,255,3976.2,4739.84,42,635.0,2305.26,517,9304.87,11781.8,2021
6659,23625,2021-04-12,1758.0,2590.06,1236,12297.6,19060.2,43,1308.0,1811.67,927,8870.5,13935.34,2021
6660,23627,2021-04-12,103.0,358.46,77,1486.33,1903.56,45,154.0,493.13,128,1983.87,2709.98,2021
6661,23629,2021-04-12,2184.0,3785.3,1688,17457.47,26536.11,48,2056.0,3331.71,1554,15468.54,24209.1,2021
6662,23631,2021-04-12,599.0,1134.15,500,5232.28,7963.400000000001,50,909.0,1468.59,704,6891.05,10818.66,2021
6663,23647,2021-04-12,1692.0,3290.77,1329,14595.29,22232.69,68,1711.0,2810.11,1266,12684.04,20044.99,2021
6664,23653,2021-04-12,588.0,1261.9,476,5774.42,7351.76,74,973.0,2429.35,812,10308.25,13675.99,2021
6665,23654,2021-04-12,1330.0,3006.85,1059,13211.02,17667.21,75,1980.0,3751.45,1500,16809.98,23752.96,2021
6666,23658,2021-04-12,1359.0,2640.92,1050,11436.14,17343.87,79,1384.0,2951.33,1086,12345.33,18971.62,2021
6667,23665,2021-04-12,278.0,860.92,217,3317.17,4746.2,87,316.0,1281.72,250,4645.36,6447.7,2021
6668,23666,2021-04-12,105.0,544.7,99,1943.59,2571.17,88,201.0,795.36,164,2766.25,3787.37,2021
6669,23668,2021-04-12,1498.0,2347.16,1151,11039.47,17405.510000000002,90,1108.0,2052.97,889,9044.2,14403.87,2021
6670,23676,2021-04-12,1559.0,2722.28,1185,12769.32,19380.01,100,1216.0,1722.02,912,8331.02,13170.86,2021
6671,23680,2021-04-12,1885.0,3361.36,1499,15520.83,23888.92,107,1784.0,3066.07,1342,13701.03,21593.36,2021
6672,23683,2021-04-12,1137.0,1934.58,867,9059.27,14003.84,113,1058.0,91815.92,787,8581.65,13604.97,2021
6673,23684,2021-04-12,591.0,1049.03,437,4540.63,7121.7,114,585.0,1093.66,436,4638.41,7218.73,2021
6674,23685,2021-04-12,138.0,397.42,112,1677.64,2049.44,116,290.0,1068.7,228,4078.12,5302.19,2021
6675,23693,2021-04-12,314.0,594.67,231,2697.73,4104.1,125,267.0,605.67,210,2566.48,3867.89,2021
6676,23695,2021-04-12,9.0,72.34,16,390.42,445.81,127,62.0,559.45,63,1824.01,2339.64,2021
6677,23704,2021-04-12,1793.0,3661.49,1411,16110.27,24120.43,137,1564.0,2928.47,1265,13390.27,20484.06,2021
6678,23707,2021-04-12,3107.0,5859.67,2341,26370.98,39764.86,140,2695.0,4792.51,2060,21989.86,33686.92,2021
6679,23708,2021-04-12,3003.0,4268.19,2263,20711.3,32917.3,141,2956.0,4215.49,2224,20394.89,32877.67,2021
6680,23709,2021-04-12,2857.0,4393.3,2219,21144.49,33480.49,142,2677.0,3775.58,1998,17986.81,29369.0,2021
6681,23710,2021-04-12,1410.0,2332.78,1048,10726.01,16667.73,143,1611.0,2485.17,1204,11722.92,18818.35,2021
6682,23711,2021-04-12,379.0,758.06,291,3415.81,5090.8,144,519.0,1122.84,359,4726.46,7006.39,2021
6683,23715,2021-04-12,304.0,640.9,225,2865.28,4070.68,148,449.0,1212.18,350,4780.48,6935.7,2021
6684,23718,2021-04-12,1345.0,2172.92,976,10305.35,14498.45,151,1235.0,2288.65,926,9940.43,14750.84,2021
6685,23719,2021-04-12,133.0,203.88,99,1039.09,1277.22,152,198.0,557.86,157,2336.64,3064.7000000000003,2021
6686,23720,2021-04-12,0.0,10.16,2,46.96,54.06,153,5.0,27.83,4,91.5,107.86,2021
6687,23723,2021-04-12,313.0,590.81,243,2727.17,4228.4,158,631.0,1180.32,479,5095.86,8032.19,2021
6688,23726,2021-04-12,3382.0,5312.52,2559,25081.25,39967.85,161,2729.0,3687.15,2139,18419.83,29747.42,2021
6689,23727,2021-04-12,2850.0,4543.62,2205,21220.94,33908.0,162,2186.0,3221.7,1707,15710.63,25121.23,2021
6690,23728,2021-04-12,2193.0,3442.16,1650,16161.87,25594.05,163,1842.0,2645.98,1425,12779.79,20550.01,2021
6691,23729,2021-04-12,1605.0,2625.44,1225,12272.36,19260.5,164,1427.0,2206.62,1117,10407.01,16601.33,2021
6692,23731,2021-04-12,650.0,1422.58,520,6218.51,8576.66,166,823.0,1708.69,618,7300.43,10216.99,2021
6693,23735,2021-04-12,2820.0,4904.64,2143,22870.38,35258.05,170,2829.0,4446.45,2147,20851.84,32987.64,2021
6694,23749,2021-04-12,3073.0,5615.79,2381,25471.75,38738.3,186,1785.0,2416.36,1310,11971.61,19276.89,2021
6695,23756,2021-04-12,7.0,58.65,8,340.77,454.12,194,12.0,59.34,13,285.05,391.45,2021
6696,23763,2021-04-12,1.0,23.3,4,93.02,109.72,202,42.0,244.65,33,831.62,1054.13,2021
6697,23769,2021-04-12,72.0,312.95,73,1272.39,1702.36,209,124.0,457.65,104,1758.16,2442.77,2021
6698,23771,2021-04-12,400.0,670.57,284,3134.44,4745.78,211,487.0,1097.32,388,4678.23,7140.63,2021
6699,23782,2021-04-12,117.0,265.66,105,1272.88,1840.84,224,363.0,666.85,283,2879.19,4521.51,2021
6700,23787,2021-04-12,2027.0,3031.4,1532,14089.93,22317.83,229,1993.0,2974.81,1493,14097.24,22603.49,2021
6701,23788,2021-04-12,1637.0,2954.95,1196,12740.85,19742.45,230,1202.0,1796.21,901,8333.22,13372.79,2021
6702,23789,2021-04-12,878.0,2491.31,731,10261.1,14501.59,231,1123.0,3038.34,861,11948.04,17376.26,2021
6703,23790,2021-04-12,58.0,273.7,72,1359.58,1761.21,232,443.0,1200.77,320,4752.74,6601.57,2021
6704,23791,2021-04-12,1265.0,2249.64,990,10240.05,15806.16,233,1435.0,2536.6,1098,11222.65,17657.82,2021
6705,23792,2021-04-12,2199.0,3423.88,1651,16249.78,25734.03,234,1887.0,3082.62,1477,14152.1,22638.73,2021
6706,23794,2021-04-12,5331.0,7436.42,3948,36787.83,58660.17,236,5406.0,7258.22,4038,35897.01,58254.81,2021
6707,23795,2021-04-12,5196.0,6970.21,3908,34847.42,56259.44,237,4649.0,5663.08,3479,29451.66,48295.06,2021
6708,23796,2021-04-12,2743.0,4326.96,2035,20403.78,31148.66,238,2890.0,4756.27,2149,21716.09,33907.4,2021
6709,23797,2021-04-12,3028.0,4379.49,2225,21000.72,33532.07,239,2973.0,4615.64,2234,21137.31,34389.39,2021
6710,23801,2021-04-12,24.0,191.71,34,873.64,1025.24,243,183.0,1263.05,163,4269.7,5295.99,2021
6711,23802,2021-04-12,161.0,564.69,139,2552.4,3083.61,244,418.0,2160.03,341,7652.02,9610.29,2021
6712,23803,2021-04-12,1516.0,3203.46,1146,13855.3,21031.42,246,1577.0,2758.42,1229,12861.08,20120.1,2021
6713,23806,2021-04-12,1336.0,2169.51,1008,9963.26,15815.94,249,1299.0,2349.99,952,10090.43,16127.36,2021
6714,23816,2021-04-12,271.0,817.82,198,3193.7,4452.3,261,229.0,762.0,178,2976.22,4218.48,2021
6715,23817,2021-04-12,1685.0,2564.14,1254,12131.07,18973.15,262,1731.0,2940.03,1336,13558.37,21601.77,2021
6716,23818,2021-04-12,2419.0,3885.23,1848,17945.24,28013.41,263,2280.0,135340.46,1727,16623.31,26540.91,2021
6717,23823,2021-04-13,68.0,190.69,62,927.7,1285.98,4,398.0,887.52,313,3751.95,5424.650000000001,2021
6718,23828,2021-04-13,13.0,55.76,12,195.0,266.19,12,33.0,97.81,25,374.5,529.28,2021
6719,23829,2021-04-13,346.0,1052.51,252,3918.92,5616.91,13,459.0,1497.76,335,5334.28,7600.67,2021
6720,23840,2021-04-13,460.0,873.13,351,4156.98,5788.38,24,459.0,799.51,337,3824.75,5572.7300000000005,2021
6721,23854,2021-04-13,630.0,1258.55,512,6383.24,8119.24,41,902.0,2080.52,703,9441.13,12733.29,2021
6722,23855,2021-04-13,319.0,800.65,290,4051.04,4830.29,42,745.0,2560.93,598,10795.2,13485.54,2021
6723,23856,2021-04-13,2128.0,3058.72,1511,15257.39,23894.82,43,1512.0,2141.77,1084,10708.26,16751.95,2021
6724,23858,2021-04-13,78.0,290.77,75,1275.63,1743.89,45,190.0,538.54,137,2199.66,2952.34,2021
6725,23861,2021-04-13,2224.0,3926.42,1656,17391.22,26432.0,48,2125.0,3397.71,1561,15766.69,24735.65,2021
6726,23863,2021-04-13,638.0,84595.57,516,5674.27,8561.67,50,904.0,1468.61,703,6969.11,10898.05,2021
6727,23879,2021-04-13,1917.0,3311.0,1441,15586.64,23866.72,68,1865.0,3207.26,1401,14756.51,22929.15,2021
6728,23885,2021-04-13,645.0,1397.15,530,7052.56,8813.59,74,1167.0,2683.0,895,12011.15,15694.74,2021
6729,23886,2021-04-13,1371.0,2890.6,1071,13607.44,18095.95,75,1985.0,3684.73,1495,17554.08,24606.91,2021
6730,23890,2021-04-13,1548.0,2896.57,1193,12998.92,19900.16,79,1419.0,2682.96,1071,11724.18,18187.83,2021
6731,23898,2021-04-13,329.0,1111.44,250,4222.54,5891.25,87,410.0,1619.49,336,5814.66,8237.3,2021
6732,23899,2021-04-13,218.0,713.18,154,2787.12,3739.89,88,200.0,811.38,158,2829.09,3824.92,2021
6733,23901,2021-04-13,1688.0,2723.19,1264,12955.18,20025.58,90,1307.0,2094.9,980,9712.16,15358.23,2021
6734,23910,2021-04-13,1522.0,2652.16,1182,12347.51,18701.17,100,1258.0,1932.1,993,9615.73,15015.41,2021
6735,23914,2021-04-13,2206.0,3749.22,1665,17753.95,27228.26,107,1783.0,3146.38,1386,14269.97,22368.84,2021
6736,23917,2021-04-13,1272.0,2169.3,977,10345.95,15915.13,113,1298.0,2279.56,994,10405.06,16269.08,2021
6737,23918,2021-04-13,791.0,1394.51,583,6164.76,9702.69,114,700.0,1299.29,523,5583.46,8877.710000000001,2021
